project,worktree_id,artifact_id,first_path,final_path,artifact_type,final_artifact_type,renamed_across_type,first_event_index,last_event_index,any_revisit,never_revisited,later_read,later_read_count,mutation_count
agentsight,b5bc34dabe6a,agentsight:a00001665,docs/tmp/cycle-0002-20260712T201943-0700/01-experiment-gate/loop-rq2-agentnet/population-arithmetic-correction.md,docs/tmp/cycle-0002-20260712T201943-0700/01-experiment-gate/loop-rq2-agentnet/population-arithmetic-correction.md,paper/docs,paper/docs,False,60299,60321,True,False,False,0,3
agentsight,b5bc34dabe6a,agentsight:a00001666,docs/tmp/cycle-0002-20260712T201943-0700/01-experiment-gate/loop-rq2-agentnet/preflight-review-round-2.md,docs/tmp/cycle-0002-20260712T201943-0700/01-experiment-gate/loop-rq2-agentnet/preflight-review-round-2.md,paper/docs,paper/docs,False,60318,60321,True,False,False,0,2
agentsight,b5bc34dabe6a,agentsight:a00001668,docs/tmp/cycle-0002-20260712T201943-0700/01-experiment-gate/loop-rq2-agentnet/full-execution-and-result-report.md,docs/tmp/cycle-0002-20260712T201943-0700/01-experiment-gate/loop-rq2-agentnet/full-execution-and-result-report.md,paper/docs,paper/docs,False,60340,60359,True,False,True,1,1
agentsight,b5bc34dabe6a,agentsight:a00001673,docs/tmp/cycle-0002-20260712T201943-0700/01-experiment-gate/loop-rq2-agentnet/full-result-review.md,docs/tmp/cycle-0002-20260712T201943-0700/01-experiment-gate/loop-rq2-agentnet/full-result-review.md,paper/docs,paper/docs,False,60398,62025,True,False,True,3,1
agentsight,b5bc34dabe6a,agentsight:a00001681,docs/tmp/cycle-0002-20260712T201943-0700/01-experiment-gate/loop-rq2-agentprocessbench/source-protocol-baseline-report.md,docs/tmp/cycle-0002-20260712T201943-0700/01-experiment-gate/loop-rq2-agentprocessbench/source-protocol-baseline-report.md,paper/docs,paper/docs,False,60442,86053,True,False,True,8,5
agentsight,b5bc34dabe6a,agentsight:a00001682,docs/tmp/cycle-0002-20260712T201943-0700/01-experiment-gate/loop-rq2-agentprocessbench/experiment-plan.md,docs/tmp/cycle-0002-20260712T201943-0700/01-experiment-gate/loop-rq2-agentprocessbench/experiment-plan.md,paper/docs,paper/docs,False,60449,67871,True,False,True,12,12
agentsight,b5bc34dabe6a,agentsight:a00001685,docs/tmp/cycle-0002-20260712T201943-0700/01-experiment-gate/loop-rq2-agentprocessbench/plan-review.md,docs/tmp/cycle-0002-20260712T201943-0700/01-experiment-gate/loop-rq2-agentprocessbench/plan-review.md,paper/docs,paper/docs,False,60509,61928,True,False,True,2,4
agentsight,b5bc34dabe6a,agentsight:a00001686,script/agentprocessbench_profile_eval.py,script/agentprocessbench_profile_eval.py,code,code,False,60553,86605,True,False,True,52,6
agentsight,b5bc34dabe6a,agentsight:a00001687,script/test_agentprocessbench_profile_eval.py,script/test_agentprocessbench_profile_eval.py,test,test,False,60571,87887,True,False,True,6,3
agentsight,b5bc34dabe6a,agentsight:a00001688,docs/tmp/cycle-0002-20260712T201943-0700/01-experiment-gate/loop-rq2-agentprocessbench/implementation-report.md,docs/tmp/cycle-0002-20260712T201943-0700/01-experiment-gate/loop-rq2-agentprocessbench/implementation-report.md,paper/docs,paper/docs,False,60575,61928,True,False,True,2,4
agentsight,b5bc34dabe6a,agentsight:a00001689,docs/tmp/cycle-0002-20260712T201943-0700/01-experiment-gate/loop-rq2-agentprocessbench/preflight-report.md,docs/tmp/cycle-0002-20260712T201943-0700/01-experiment-gate/loop-rq2-agentprocessbench/preflight-report.md,paper/docs,paper/docs,False,60652,61929,True,False,True,1,2
agentsight,b5bc34dabe6a,agentsight:a00001690,docs/tmp/cycle-0002-20260712T201943-0700/01-experiment-gate/loop-rq2-agentprocessbench/full-execution-report.md,docs/tmp/cycle-0002-20260712T201943-0700/01-experiment-gate/loop-rq2-agentprocessbench/full-execution-report.md,paper/docs,paper/docs,False,60679,86053,True,False,True,20,2
agentsight,b5bc34dabe6a,agentsight:a00001696,docs/tmp/cycle-0002-20260712T201943-0700/01-experiment-gate/loop-rq2-agentprocessbench-wilson/experiment-plan.md,docs/tmp/cycle-0002-20260712T201943-0700/01-experiment-gate/loop-rq2-agentprocessbench-wilson/experiment-plan.md,paper/docs,paper/docs,False,60733,61931,True,False,True,9,4
agentsight,b5bc34dabe6a,agentsight:a00001697,docs/tmp/cycle-0002-20260712T201943-0700/01-experiment-gate/loop-rq2-agentprocessbench-wilson/source-method-selection-report.md,docs/tmp/cycle-0002-20260712T201943-0700/01-experiment-gate/loop-rq2-agentprocessbench-wilson/source-method-selection-report.md,paper/docs,paper/docs,False,60733,61931,True,False,True,6,3
agentsight,b5bc34dabe6a,agentsight:a00001698,docs/tmp/cycle-0002-20260712T201943-0700/01-experiment-gate/loop-rq2-agentprocessbench-wilson/plan-review.md,docs/tmp/cycle-0002-20260712T201943-0700/01-experiment-gate/loop-rq2-agentprocessbench-wilson/plan-review.md,paper/docs,paper/docs,False,60768,61933,True,False,True,7,4
agentsight,b5bc34dabe6a,agentsight:a00001699,script/agentprocessbench_wilson_eval.py,script/agentprocessbench_wilson_eval.py,code,code,False,60852,86208,True,False,True,12,2
agentsight,b5bc34dabe6a,agentsight:a00001700,script/test_agentprocessbench_wilson_eval.py,script/test_agentprocessbench_wilson_eval.py,test,test,False,60853,62802,True,False,True,4,2
agentsight,b5bc34dabe6a,agentsight:a00001701,docs/tmp/cycle-0002-20260712T201943-0700/01-experiment-gate/loop-rq2-agentprocessbench-wilson/implementation-report.md,docs/tmp/cycle-0002-20260712T201943-0700/01-experiment-gate/loop-rq2-agentprocessbench-wilson/implementation-report.md,paper/docs,paper/docs,False,60862,61933,True,False,True,4,2
agentsight,b5bc34dabe6a,agentsight:a00001702,docs/tmp/cycle-0002-20260712T201943-0700/01-experiment-gate/loop-rq2-agentprocessbench-wilson/preflight-report.md,docs/tmp/cycle-0002-20260712T201943-0700/01-experiment-gate/loop-rq2-agentprocessbench-wilson/preflight-report.md,paper/docs,paper/docs,False,60914,61934,True,False,True,2,3
agentsight,b5bc34dabe6a,agentsight:a00001703,docs/tmp/cycle-0002-20260712T201943-0700/01-experiment-gate/loop-rq2-agentprocessbench-wilson/full-execution-report.md,docs/tmp/cycle-0002-20260712T201943-0700/01-experiment-gate/loop-rq2-agentprocessbench-wilson/full-execution-report.md,paper/docs,paper/docs,False,60973,62029,True,False,True,6,2
agentsight,b5bc34dabe6a,agentsight:a00001706,docs/tmp/cycle-0002-20260712T201943-0700/02-write-gate/iter-refine-ideas-20260713T071005-0700/100-round-1-problem-direction.md,docs/tmp/cycle-0002-20260712T201943-0700/02-write-gate/iter-refine-ideas-20260713T071005-0700/100-round-1-problem-direction.md,paper/docs,paper/docs,False,61047,61743,True,False,True,1,1
agentsight,b5bc34dabe6a,agentsight:a00001707,docs/tmp/cycle-0002-20260712T201943-0700/02-write-gate/iter-refine-ideas-20260713T071005-0700/200-round-2-academic-architecture.md,docs/tmp/cycle-0002-20260712T201943-0700/02-write-gate/iter-refine-ideas-20260713T071005-0700/200-round-2-academic-architecture.md,paper/docs,paper/docs,False,61070,61743,True,False,True,2,1
agentsight,b5bc34dabe6a,agentsight:a00001708,docs/tmp/cycle-0002-20260712T201943-0700/02-write-gate/iter-refine-ideas-20260713T071005-0700/300-round-3-novelty-evidence.md,docs/tmp/cycle-0002-20260712T201943-0700/02-write-gate/iter-refine-ideas-20260713T071005-0700/300-round-3-novelty-evidence.md,paper/docs,paper/docs,False,61105,61822,True,False,True,3,1
agentsight,b5bc34dabe6a,agentsight:a00001711,docs/tmp/cycle-0002-20260712T201943-0700/02-write-gate/iter-refine-writing-20260713T073140-0700/100-round-0-macro-structure.md,docs/tmp/cycle-0002-20260712T201943-0700/02-write-gate/iter-refine-writing-20260713T073140-0700/100-round-0-macro-structure.md,paper/docs,paper/docs,False,61136,61822,True,False,True,2,1
agentsight,b5bc34dabe6a,agentsight:a00001712,docs/tmp/cycle-0002-20260712T201943-0700/02-write-gate/iter-refine-writing-20260713T073140-0700/200-round-1-micro-structure.md,docs/tmp/cycle-0002-20260712T201943-0700/02-write-gate/iter-refine-writing-20260713T073140-0700/200-round-1-micro-structure.md,paper/docs,paper/docs,False,61160,61160,False,True,False,0,1
agentsight,b5bc34dabe6a,agentsight:a00001713,docs/paper/figures/fig-architecture-standalone.tex,docs/paper/figures/fig-architecture-standalone.tex,paper/docs,paper/docs,False,61205,61205,False,True,False,0,1
agentsight,b5bc34dabe6a,agentsight:a00001717,docs/tmp/cycle-0002-20260712T201943-0700/02-write-gate/iter-refine-writing-20260713T073140-0700/300-round-2-section-venue-conventions.md,docs/tmp/cycle-0002-20260712T201943-0700/02-write-gate/iter-refine-writing-20260713T073140-0700/300-round-2-section-venue-conventions.md,paper/docs,paper/docs,False,61215,61215,False,True,False,0,1
agentsight,b5bc34dabe6a,agentsight:a00001718,docs/tmp/cycle-0002-20260712T201943-0700/02-write-gate/iter-refine-writing-20260713T073140-0700/400-round-3-logic.md,docs/tmp/cycle-0002-20260712T201943-0700/02-write-gate/iter-refine-writing-20260713T073140-0700/400-round-3-logic.md,paper/docs,paper/docs,False,61243,61243,False,True,False,0,1
agentsight,b5bc34dabe6a,agentsight:a00001719,docs/tmp/cycle-0002-20260712T201943-0700/02-write-gate/iter-refine-writing-20260713T073140-0700/450-round-4-opening-plan.md,docs/tmp/cycle-0002-20260712T201943-0700/02-write-gate/iter-refine-writing-20260713T073140-0700/450-round-4-opening-plan.md,paper/docs,paper/docs,False,61258,61259,True,False,True,1,1
agentsight,b5bc34dabe6a,agentsight:a00001720,docs/tmp/cycle-0002-20260712T201943-0700/02-write-gate/iter-refine-writing-20260713T073140-0700/500-round-4-abstract-introduction.md,docs/tmp/cycle-0002-20260712T201943-0700/02-write-gate/iter-refine-writing-20260713T073140-0700/500-round-4-abstract-introduction.md,paper/docs,paper/docs,False,61265,61265,False,True,False,0,1
agentsight,b5bc34dabe6a,agentsight:a00001722,docs/tmp/cycle-0002-20260712T201943-0700/02-write-gate/iter-refine-writing-20260713T073140-0700/600-round-5-consistency.md,docs/tmp/cycle-0002-20260712T201943-0700/02-write-gate/iter-refine-writing-20260713T073140-0700/600-round-5-consistency.md,paper/docs,paper/docs,False,61327,61392,True,False,True,2,1
agentsight,b5bc34dabe6a,agentsight:a00001724,docs/tmp/cycle-0002-20260712T201943-0700/02-write-gate/iter-refine-writing-20260713T073140-0700/650-recovery-20260713T085823-0700.md,docs/tmp/cycle-0002-20260712T201943-0700/02-write-gate/iter-refine-writing-20260713T073140-0700/650-recovery-20260713T085823-0700.md,paper/docs,paper/docs,False,61394,61394,False,True,False,0,1
agentsight,b5bc34dabe6a,agentsight:a00001725,docs/tmp/cycle-0002-20260712T201943-0700/02-write-gate/iter-refine-writing-20260713T073140-0700/700-round-6-language-sentence.md,docs/tmp/cycle-0002-20260712T201943-0700/02-write-gate/iter-refine-writing-20260713T073140-0700/700-round-6-language-sentence.md,paper/docs,paper/docs,False,61421,61516,True,False,True,1,1
agentsight,b5bc34dabe6a,agentsight:a00001726,docs/tmp/cycle-0002-20260712T201943-0700/02-write-gate/iter-refine-writing-20260713T073140-0700/800-round-7-language-word.md,docs/tmp/cycle-0002-20260712T201943-0700/02-write-gate/iter-refine-writing-20260713T073140-0700/800-round-7-language-word.md,paper/docs,paper/docs,False,61460,61516,True,False,True,1,1
agentsight,b5bc34dabe6a,agentsight:a00001731,docs/tmp/cycle-0002-20260712T201943-0700/02-write-gate/iter-refine-writing-20260713T073140-0700/900-round-8-terminology-claim-tone.md,docs/tmp/cycle-0002-20260712T201943-0700/02-write-gate/iter-refine-writing-20260713T073140-0700/900-round-8-terminology-claim-tone.md,paper/docs,paper/docs,False,61518,61747,True,False,True,1,2
agentsight,b5bc34dabe6a,agentsight:a00001732,docs/tmp/cycle-0002-20260712T201943-0700/02-write-gate/iter-refine-writing-20260713T073140-0700/1000-round-9-paragraph-flow-final-prose.md,docs/tmp/cycle-0002-20260712T201943-0700/02-write-gate/iter-refine-writing-20260713T073140-0700/1000-round-9-paragraph-flow-final-prose.md,paper/docs,paper/docs,False,61554,61747,True,False,True,1,2
agentsight,b5bc34dabe6a,agentsight:a00001734,docs/tmp/cycle-0002-20260712T201943-0700/02-write-gate/iter-refine-writing-20260713T073140-0700/1100-round-10-citation-verification.md,docs/tmp/cycle-0002-20260712T201943-0700/02-write-gate/iter-refine-writing-20260713T073140-0700/1100-round-10-citation-verification.md,paper/docs,paper/docs,False,61632,61748,True,False,True,2,2
agentsight,b5bc34dabe6a,agentsight:a00001735,docs/tmp/cycle-0002-20260712T201943-0700/02-write-gate/900-independent-outer-audit-20260713T101222-0700.md,docs/tmp/cycle-0002-20260712T201943-0700/02-write-gate/900-independent-outer-audit-20260713T101222-0700.md,paper/docs,paper/docs,False,61719,61876,True,False,True,1,1
agentsight,b5bc34dabe6a,agentsight:a00001736,docs/tmp/cycle-0002-20260712T201943-0700/02-write-gate/910-targeted-writing-repair-20260713T101532-0700.md,docs/tmp/cycle-0002-20260712T201943-0700/02-write-gate/910-targeted-writing-repair-20260713T101532-0700.md,paper/docs,paper/docs,False,61728,61876,True,False,True,2,2
agentsight,b5bc34dabe6a,agentsight:a00001737,docs/tmp/cycle-0002-20260712T201943-0700/02-write-gate/915-independent-outer-audit-20260713T102313-0700.md,docs/tmp/cycle-0002-20260712T201943-0700/02-write-gate/915-independent-outer-audit-20260713T102313-0700.md,paper/docs,paper/docs,False,61808,61876,True,False,True,1,1
agentsight,b5bc34dabe6a,agentsight:a00001738,docs/tmp/cycle-0002-20260712T201943-0700/02-write-gate/920-targeted-source-fidelity-repair-20260713T102722-0700.md,docs/tmp/cycle-0002-20260712T201943-0700/02-write-gate/920-targeted-source-fidelity-repair-20260713T102722-0700.md,paper/docs,paper/docs,False,61808,61876,True,False,True,1,1
agentsight,b5bc34dabe6a,agentsight:a00001739,docs/tmp/cycle-0002-20260712T201943-0700/02-write-gate/990-independent-outer-audit-20260713T103942-0700.md,docs/tmp/cycle-0002-20260712T201943-0700/02-write-gate/990-independent-outer-audit-20260713T103942-0700.md,paper/docs,paper/docs,False,61879,61879,False,True,False,0,1
agentsight,b5bc34dabe6a,agentsight:a00001740,docs/tmp/cycle-0002-20260712T201943-0700/02-write-gate/999-gate-report-20260713T103942-0700.md,docs/tmp/cycle-0002-20260712T201943-0700/02-write-gate/999-gate-report-20260713T103942-0700.md,paper/docs,paper/docs,False,61879,62118,True,False,True,4,1
agentsight,b5bc34dabe6a,agentsight:a00001741,docs/tmp/cycle-0002-20260712T201943-0700/03-review-gate/000-gate-entry-20260713T103942-0700.md,docs/tmp/cycle-0002-20260712T201943-0700/03-review-gate/000-gate-entry-20260713T103942-0700.md,paper/docs,paper/docs,False,61879,62118,True,False,True,2,1
agentsight,b5bc34dabe6a,agentsight:a00001742,docs/tmp/cycle-0002-20260712T201943-0700/03-review-gate/100-idea-unchanged-skip-20260713T103942-0700.md,docs/tmp/cycle-0002-20260712T201943-0700/03-review-gate/100-idea-unchanged-skip-20260713T103942-0700.md,paper/docs,paper/docs,False,61879,62118,True,False,True,1,1
agentsight,b5bc34dabe6a,agentsight:a00001753,docs/tmp/cycle-0002-20260712T201943-0700/01-experiment-gate/990-independent-outer-audit-20260713T105435-0700.md,docs/tmp/cycle-0002-20260712T201943-0700/01-experiment-gate/990-independent-outer-audit-20260713T105435-0700.md,paper/docs,paper/docs,False,62004,69735,True,False,True,8,1
agentsight,b5bc34dabe6a,agentsight:a00001757,docs/tmp/cycle-0002-20260712T201943-0700/01-experiment-gate/995-independent-memory-repair-verification-20260713T110410-0700.md,docs/tmp/cycle-0002-20260712T201943-0700/01-experiment-gate/995-independent-memory-repair-verification-20260713T110410-0700.md,paper/docs,paper/docs,False,62056,62061,True,False,True,2,1
agentsight,b5bc34dabe6a,agentsight:a00001758,docs/tmp/cycle-0002-20260712T201943-0700/01-experiment-gate/999-gate-report-20260713T110626-0700.md,docs/tmp/cycle-0002-20260712T201943-0700/01-experiment-gate/999-gate-report-20260713T110626-0700.md,paper/docs,paper/docs,False,62064,62118,True,False,True,3,2
agentsight,b5bc34dabe6a,agentsight:a00001760,docs/tmp/cycle-0002-20260712T201943-0700/03-review-gate/800-meta-review-20260713T111135-0700.md,docs/tmp/cycle-0002-20260712T201943-0700/03-review-gate/800-meta-review-20260713T111135-0700.md,paper/docs,paper/docs,False,62100,62125,True,False,True,3,1
agentsight,b5bc34dabe6a,agentsight:a00001761,docs/tmp/cycle-0002-20260712T201943-0700/03-review-gate/850-root-routing-and-memory-update-20260713T111625-0700.md,docs/tmp/cycle-0002-20260712T201943-0700/03-review-gate/850-root-routing-and-memory-update-20260713T111625-0700.md,paper/docs,paper/docs,False,62109,62287,True,False,True,2,1
agentsight,b5bc34dabe6a,agentsight:a00001763,docs/tmp/cycle-0002-20260712T201943-0700/03-review-gate/990-independent-outer-audit-20260713T112434-0700.md,docs/tmp/cycle-0002-20260712T201943-0700/03-review-gate/990-independent-outer-audit-20260713T112434-0700.md,paper/docs,paper/docs,False,62180,62376,True,False,True,6,1
agentsight,b5bc34dabe6a,agentsight:a00001764,docs/tmp/cycle-0002-20260712T201943-0700/03-review-gate/review-002/200-bounded-fresh-localization-source-selection-20260713T114636-0700.md,,paper/docs,,False,62311,62313,True,False,False,0,2
agentsight,b5bc34dabe6a,agentsight:a00001765,docs/tmp/cycle-0002-20260712T201943-0700/03-review-gate/review-002/200-bounded-fresh-localization-source-selection-20260713T114636-0700.md,docs/tmp/cycle-0002-20260712T201943-0700/03-review-gate/review-002/200-bounded-fresh-localization-source-selection-20260713T114636-0700.md,paper/docs,paper/docs,False,62319,62375,True,False,True,2,5
agentsight,b5bc34dabe6a,agentsight:a00001766,docs/tmp/cycle-0002-20260712T201943-0700/03-review-gate/review-002/300-independent-source-selection-review-20260713T115642-0700.md,docs/tmp/cycle-0002-20260712T201943-0700/03-review-gate/review-002/300-independent-source-selection-review-20260713T115642-0700.md,paper/docs,paper/docs,False,62359,62375,True,False,True,3,1
agentsight,b5bc34dabe6a,agentsight:a00001767,docs/tmp/cycle-0002-20260712T201943-0700/03-review-gate/review-002/400-independent-source-repair-verification-20260713T120251-0700.md,docs/tmp/cycle-0002-20260712T201943-0700/03-review-gate/review-002/400-independent-source-repair-verification-20260713T120251-0700.md,paper/docs,paper/docs,False,62387,62390,True,False,True,2,1
agentsight,b5bc34dabe6a,agentsight:a00001768,docs/tmp/cycle-0002-20260712T201943-0700/03-review-gate/950-root-source-route-repair-and-memory-update-20260713T120535-0700.md,docs/tmp/cycle-0002-20260712T201943-0700/03-review-gate/950-root-source-route-repair-and-memory-update-20260713T120535-0700.md,paper/docs,paper/docs,False,62397,62397,False,True,False,0,1
agentsight,b5bc34dabe6a,agentsight:a00001769,docs/tmp/cycle-0002-20260712T201943-0700/03-review-gate/995-independent-route-repair-verification-20260713T121030-0700.md,docs/tmp/cycle-0002-20260712T201943-0700/03-review-gate/995-independent-route-repair-verification-20260713T121030-0700.md,paper/docs,paper/docs,False,62440,62444,True,False,True,2,1
agentsight,b5bc34dabe6a,agentsight:a00001770,docs/tmp/cycle-0002-20260712T201943-0700/03-review-gate/999-gate-report-20260713T121325-0700.md,docs/tmp/cycle-0002-20260712T201943-0700/03-review-gate/999-gate-report-20260713T121325-0700.md,paper/docs,paper/docs,False,62446,62446,False,True,False,0,1
agentsight,b5bc34dabe6a,agentsight:a00001771,docs/tmp/cycle-0002-20260712T201943-0700/cycle-report.md,docs/tmp/cycle-0002-20260712T201943-0700/cycle-report.md,paper/docs,paper/docs,False,62452,62452,False,True,False,0,1
agentsight,b5bc34dabe6a,agentsight:a00001772,docs/tmp/cycle-0003-20260713T121925-0700/01-experiment-gate/000-gate-entry-20260713T121925-0700.md,docs/tmp/cycle-0003-20260713T121925-0700/01-experiment-gate/000-gate-entry-20260713T121925-0700.md,paper/docs,paper/docs,False,62468,63770,True,False,True,9,2
agentsight,b5bc34dabe6a,agentsight:a00001773,docs/tmp/agentpprof-paper-pre-authoritative-rerestore-20260713T122602-0700/source,docs/tmp/agentpprof-paper-pre-authoritative-rerestore-20260713T122602-0700/source,paper/docs,paper/docs,False,62490,62490,False,True,False,0,1
agentsight,b5bc34dabe6a,agentsight:a00001774,docs/tmp/agentpprof-paper-pre-authoritative-rerestore-20260713T122602-0700/README.md,docs/tmp/agentpprof-paper-pre-authoritative-rerestore-20260713T122602-0700/README.md,paper/docs,paper/docs,False,62491,62491,False,True,False,0,1
agentsight,b5bc34dabe6a,agentsight:a00001775,docs/tmp/cycle-0003-20260713T121925-0700/000-authoritative-paper-rerestore-20260713T122750-0700.md,docs/tmp/cycle-0003-20260713T121925-0700/000-authoritative-paper-rerestore-20260713T122750-0700.md,paper/docs,paper/docs,False,62497,64016,True,False,True,4,1
agentsight,b5bc34dabe6a,agentsight:a00001776,docs/tmp/cycle-0003-20260713T121925-0700/01-experiment-gate/loop-001-rq2-hintbench/experiment-plan.md,docs/tmp/cycle-0003-20260713T121925-0700/01-experiment-gate/loop-001-rq2-hintbench/experiment-plan.md,paper/docs,paper/docs,False,62525,66098,True,False,True,47,11
agentsight,b5bc34dabe6a,agentsight:a00001777,docs/tmp/cycle-0003-20260713T121925-0700/01-experiment-gate/loop-001-rq2-hintbench/plan-review.md,docs/tmp/cycle-0003-20260713T121925-0700/01-experiment-gate/loop-001-rq2-hintbench/plan-review.md,paper/docs,paper/docs,False,62565,63891,True,False,True,46,10
agentsight,b5bc34dabe6a,agentsight:a00001778,script/hintbench_profile_localization_eval.py,script/hintbench_profile_localization_eval.py,code,code,False,62813,86603,True,False,True,77,19
agentsight,b5bc34dabe6a,agentsight:a00001779,script/test_hintbench_profile_localization_eval.py,script/test_hintbench_profile_localization_eval.py,test,test,False,62883,87887,True,False,True,8,5
agentsight,b5bc34dabe6a,agentsight:a00001782,docs/tmp/cycle-0003-20260713T121925-0700/01-experiment-gate/loop-001-rq2-hintbench/real-preflight-attempts.md,docs/tmp/cycle-0003-20260713T121925-0700/01-experiment-gate/loop-001-rq2-hintbench/real-preflight-attempts.md,paper/docs,paper/docs,False,63019,66059,True,False,True,9,4
agentsight,b5bc34dabe6a,agentsight:a00001786,docs/tmp/cycle-0003-20260713T121925-0700/01-experiment-gate/loop-001-rq2-hintbench/full-result-review.md,docs/tmp/cycle-0003-20260713T121925-0700/01-experiment-gate/loop-001-rq2-hintbench/full-result-review.md,paper/docs,paper/docs,False,63543,69819,True,False,True,15,2
agentsight,b5bc34dabe6a,agentsight:a00001788,docs/tmp/cycle-0003-20260713T121925-0700/01-experiment-gate/999-gate-exit-20260713T160631-0700.md,docs/tmp/cycle-0003-20260713T121925-0700/01-experiment-gate/999-gate-exit-20260713T160631-0700.md,paper/docs,paper/docs,False,63634,64018,True,False,True,7,1
agentsight,b5bc34dabe6a,agentsight:a00001789,docs/tmp/cycle-0003-20260713T121925-0700/03-review-gate/review-001/000-review-entry-20260713T160631-0700.md,docs/tmp/cycle-0003-20260713T121925-0700/03-review-gate/review-001/000-review-entry-20260713T160631-0700.md,paper/docs,paper/docs,False,63634,63818,True,False,True,3,1
agentsight,b5bc34dabe6a,agentsight:a00001795,docs/tmp/cycle-0003-20260713T121925-0700/03-review-gate/review-001/100-blind-full-paper-read-and-attack-map.md,docs/tmp/cycle-0003-20260713T121925-0700/03-review-gate/review-001/100-blind-full-paper-read-and-attack-map.md,paper/docs,paper/docs,False,63795,63895,True,False,True,2,1
agentsight,b5bc34dabe6a,agentsight:a00001796,docs/tmp/cycle-0003-20260713T121925-0700/03-review-gate/review-001/200-external-search-and-source-verification.md,docs/tmp/cycle-0003-20260713T121925-0700/03-review-gate/review-001/200-external-search-and-source-verification.md,paper/docs,paper/docs,False,63795,63896,True,False,True,2,1
agentsight,b5bc34dabe6a,agentsight:a00001797,docs/tmp/cycle-0003-20260713T121925-0700/03-review-gate/review-001/300-full-paper-reread-and-scientific-assessment.md,docs/tmp/cycle-0003-20260713T121925-0700/03-review-gate/review-001/300-full-paper-reread-and-scientific-assessment.md,paper/docs,paper/docs,False,63795,63898,True,False,True,3,1
agentsight,b5bc34dabe6a,agentsight:a00001798,docs/tmp/cycle-0003-20260713T121925-0700/03-review-gate/review-001/400-cycle-change-audit-final-verdict-and-routing.md,docs/tmp/cycle-0003-20260713T121925-0700/03-review-gate/review-001/400-cycle-change-audit-final-verdict-and-routing.md,paper/docs,paper/docs,False,63800,64010,True,False,True,12,5
agentsight,b5bc34dabe6a,agentsight:a00001799,docs/tmp/cycle-0003-20260713T121925-0700/02-write-gate/000-recovery-entry-20260713T162826-0700.md,docs/tmp/cycle-0003-20260713T121925-0700/02-write-gate/000-recovery-entry-20260713T162826-0700.md,paper/docs,paper/docs,False,63801,63913,True,False,True,3,1
agentsight,b5bc34dabe6a,agentsight:a00001800,docs/tmp/cycle-0003-20260713T121925-0700/02-write-gate/100-no-authorized-evidence-skip-20260713T162826-0700.md,docs/tmp/cycle-0003-20260713T121925-0700/02-write-gate/100-no-authorized-evidence-skip-20260713T162826-0700.md,paper/docs,paper/docs,False,63801,63913,True,False,True,3,1
agentsight,b5bc34dabe6a,agentsight:a00001801,docs/tmp/cycle-0003-20260713T121925-0700/02-write-gate/999-gate-report-20260713T162826-0700.md,docs/tmp/cycle-0003-20260713T121925-0700/02-write-gate/999-gate-report-20260713T162826-0700.md,paper/docs,paper/docs,False,63801,63944,True,False,True,4,1
agentsight,b5bc34dabe6a,agentsight:a00001807,docs/tmp/cycle-0003-20260713T121925-0700/03-review-gate/review-001/350-independent-reviewer-a-cross-domain-and-source-route.md,docs/tmp/cycle-0003-20260713T121925-0700/03-review-gate/review-001/350-independent-reviewer-a-cross-domain-and-source-route.md,paper/docs,paper/docs,False,63926,63926,False,True,False,0,1
agentsight,b5bc34dabe6a,agentsight:a00001808,docs/tmp/cycle-0003-20260713T121925-0700/03-review-gate/review-001/360-independent-reviewer-b-authoritative-paper-review.md,docs/tmp/cycle-0003-20260713T121925-0700/03-review-gate/review-001/360-independent-reviewer-b-authoritative-paper-review.md,paper/docs,paper/docs,False,63926,63926,False,True,False,0,1
agentsight,b5bc34dabe6a,agentsight:a00001809,docs/tmp/cycle-0003-20260713T121925-0700/03-review-gate/100-scientific-contract-unchanged-skip-20260713T164554-0700.md,docs/tmp/cycle-0003-20260713T121925-0700/03-review-gate/100-scientific-contract-unchanged-skip-20260713T164554-0700.md,paper/docs,paper/docs,False,63928,63944,True,False,True,1,1
agentsight,b5bc34dabe6a,agentsight:a00001810,docs/tmp/cycle-0003-20260713T121925-0700/01-experiment-gate/990-independent-outer-audit-recovery-20260713T165103-0700.md,docs/tmp/cycle-0003-20260713T121925-0700/01-experiment-gate/990-independent-outer-audit-recovery-20260713T165103-0700.md,paper/docs,paper/docs,False,63936,66098,True,False,True,3,1
agentsight,b5bc34dabe6a,agentsight:a00001811,docs/tmp/cycle-0003-20260713T121925-0700/03-review-gate/800-dedicated-meta-review-20260713T165750-0700.md,docs/tmp/cycle-0003-20260713T121925-0700/03-review-gate/800-dedicated-meta-review-20260713T165750-0700.md,paper/docs,paper/docs,False,63954,64009,True,False,True,2,2
agentsight,b5bc34dabe6a,agentsight:a00001812,docs/tmp/cycle-0003-20260713T121925-0700/03-review-gate/850-root-reporting-repair-disposition-20260713T165750-0700.md,docs/tmp/cycle-0003-20260713T121925-0700/03-review-gate/850-root-reporting-repair-disposition-20260713T165750-0700.md,paper/docs,paper/docs,False,63955,64009,True,False,True,2,2
