project,vendor,path,strict_kind,broad_kind,strict_class,broad_class,reads,writes,accesses,write_read_ratio,written_with_zero_reads,write_revisit_share,h50_eligible_writes
ActPlane,codex,collector/test/policies/07_research_readonly.dsl,,,ordinary,ordinary,0,2,2,,True,0.0,2
ActPlane,codex,collector/test/policies/07_research_readonly.yaml,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,codex,collector/test/policies/08_secret_declassify.dsl,,,ordinary,ordinary,0,2,2,,True,0.0,2
ActPlane,codex,collector/test/policies/08_secret_declassify.yaml,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,codex,collector/test/policies/09_cross_tool_git.dsl,,,ordinary,ordinary,0,2,2,,True,0.0,2
ActPlane,codex,collector/test/policies/09_cross_tool_git.yaml,,,ordinary,ordinary,1,1,2,1.0,False,0.0,1
ActPlane,codex,collector/test/policies/10_pii_internal_egress.dsl,,,ordinary,ordinary,0,2,2,,True,0.0,2
ActPlane,codex,collector/test/policies/10_pii_internal_egress.yaml,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,codex,collector/test/policies/11_destructive_confirm.dsl,,,ordinary,ordinary,0,2,2,,True,0.0,2
ActPlane,codex,collector/test/policies/11_destructive_confirm.yaml,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,codex,collector/test/policies/12_task_non_interference.dsl,,,ordinary,ordinary,0,2,2,,True,0.0,2
ActPlane,codex,collector/test/policies/12_task_non_interference.yaml,task_plan_status,task_plan_status,bookkeeping,bookkeeping,0,1,1,,True,0.0,1
ActPlane,codex,collector/test/policies/13_migration_freshness.dsl,,,ordinary,ordinary,0,2,2,,True,0.0,2
ActPlane,codex,collector/test/policies/13_migration_freshness.yaml,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,codex,collector/test/policies/14_linter_enforced_writes.dsl,,,ordinary,ordinary,0,2,2,,True,0.0,2
ActPlane,codex,collector/test/policies/14_linter_enforced_writes.yaml,,,ordinary,ordinary,2,1,3,0.5,False,0.0,1
ActPlane,codex,collector/test/policies/15_domain_bindings.yaml,,,ordinary,ordinary,1,1,2,1.0,False,1.0,1
ActPlane,codex,collector/test/policies/15_subagent_workspace.dsl,,,ordinary,ordinary,0,2,2,,True,0.0,2
ActPlane,codex,collector/test/policies/15_subagent_workspace.yaml,,,ordinary,ordinary,1,1,2,1.0,False,0.0,1
ActPlane,codex,collector/test/policies/16_parent_policy_protection.dsl,,,ordinary,ordinary,0,2,2,,True,0.0,2
ActPlane,codex,collector/test/policies/16_parent_policy_protection.yaml,,,ordinary,ordinary,1,1,2,1.0,False,0.0,1
ActPlane,codex,collector/test/policies/17_build_artifact_staleness.dsl,,,ordinary,ordinary,0,2,2,,True,0.0,2
ActPlane,codex,collector/test/policies/17_build_artifact_staleness.yaml,,,ordinary,ordinary,1,1,2,1.0,False,0.0,1
ActPlane,codex,collector/test/policies/18_untrusted_tool_network.dsl,,,ordinary,ordinary,0,2,2,,True,0.0,2
ActPlane,codex,collector/test/policies/18_untrusted_tool_network.yaml,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,codex,collector/test/policies/19_reviewed_release.dsl,,,ordinary,ordinary,0,2,2,,True,0.0,2
ActPlane,codex,collector/test/policies/19_reviewed_release.yaml,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,codex,collector/test/policies/20_delegated_policy_layer.dsl,,,ordinary,ordinary,0,2,2,,True,0.0,2
ActPlane,codex,collector/test/policies/20_delegated_policy_layer.yaml,,,ordinary,ordinary,1,1,2,1.0,False,0.0,1
ActPlane,codex,collector/test/policies/21_domain_review_optout.yaml,,,ordinary,ordinary,0,1,1,,True,,0
ActPlane,codex,collector/test/policies/22_domain_promote_default.yaml,,,ordinary,ordinary,0,1,1,,True,,0
ActPlane,codex,collector/test/policies/23_domain_single_auto_select.yaml,,,ordinary,ordinary,0,1,1,,True,,0
ActPlane,codex,collector/test/policies/24_domain_session_auto_select.yaml,,,ordinary,ordinary,0,1,1,,True,,0
ActPlane,codex,collector/test/policies/invalid/01_mixed_legacy_and_domains.yaml,,,ordinary,ordinary,0,1,1,,True,,0
ActPlane,codex,collector/test/policies/invalid/02_unknown_rule.yaml,,,ordinary,ordinary,0,1,1,,True,,0
ActPlane,codex,collector/test/policies/invalid/03_disable_locked.yaml,,,ordinary,ordinary,0,1,1,,True,,0
ActPlane,codex,collector/test/policies/invalid/04_disable_non_default.yaml,,,ordinary,ordinary,0,1,1,,True,,0
ActPlane,codex,collector/test/policies/invalid/05_domain_cycle.yaml,,,ordinary,ordinary,0,1,1,,True,,0
ActPlane,codex,collector/test/policies/invalid/06_ambiguous_domain.yaml,,,ordinary,ordinary,0,1,1,,True,,0
ActPlane,codex,collector/test/policies/invalid/07_empty_rule_body.yaml,,,ordinary,ordinary,0,1,1,,True,,0
ActPlane,codex,collector/test/policy-corpus.sh,,,ordinary,ordinary,3,3,6,1.0,False,0.0,2
ActPlane,codex,collector/tests,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,codex,collector/tests/cli_ux.rs,,,ordinary,ordinary,58,52,110,0.896551724137931,False,0.5098039215686274,51
ActPlane,codex,collector/tests/mcp_protocol.rs,,,ordinary,ordinary,49,48,97,0.9795918367346939,False,0.5208333333333334,48
ActPlane,codex,collector/tests/watch_control.rs,,,ordinary,ordinary,26,9,35,0.34615384615384615,False,0.8888888888888888,9
ActPlane,codex,crates/actplane-cli/Cargo.toml,,,ordinary,ordinary,4,4,8,1.0,False,0.25,4
ActPlane,codex,crates/actplane-cli/README.md,,,ordinary,ordinary,7,7,14,1.0,False,0.5,6
ActPlane,codex,crates/actplane-cli/src,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,codex,crates/actplane-cli/src/doctor.rs,,,ordinary,ordinary,33,16,49,0.48484848484848486,False,0.5625,16
ActPlane,codex,crates/actplane-cli/src/main.rs,,,ordinary,ordinary,45,10,55,0.2222222222222222,False,0.5,10
ActPlane,codex,crates/actplane-cli/src/setup.rs,,,ordinary,ordinary,5,2,7,0.4,False,0.0,2
ActPlane,codex,crates/actplane-cli/src/template_generate.rs,,,ordinary,ordinary,2,1,3,0.5,False,0.0,1
ActPlane,codex,crates/actplane-cli/test,,,ordinary,ordinary,0,2,2,,True,0.0,2
ActPlane,codex,crates/actplane-cli/test/policy-corpus.sh,,,ordinary,ordinary,1,0,1,0.0,False,,0
ActPlane,codex,crates/actplane-cli/tests,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,codex,crates/actplane-cli/tests/cli_ux.rs,,,ordinary,ordinary,13,9,22,0.6923076923076923,False,0.2857142857142857,7
ActPlane,codex,crates/actplane-cli/tests/mcp_protocol.rs,,,ordinary,ordinary,47,24,71,0.5106382978723404,False,0.5454545454545454,22
ActPlane,codex,crates/actplane-cli/tests/watch_control.rs,,,ordinary,ordinary,20,10,30,0.5,False,0.4,10
ActPlane,codex,crates/actplane-ifc-compiler/Cargo.toml,,,ordinary,ordinary,2,2,4,1.0,False,0.0,2
ActPlane,codex,crates/actplane-ifc-compiler/src/dsl,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,codex,crates/actplane-ifc-compiler/src/dsl/ast.rs,,,ordinary,ordinary,2,0,2,0.0,False,,0
ActPlane,codex,crates/actplane-ifc-compiler/src/dsl/lower.rs,,,ordinary,ordinary,57,11,68,0.19298245614035087,False,0.2727272727272727,11
ActPlane,codex,crates/actplane-ifc-compiler/src/dsl/mod.rs,,,ordinary,ordinary,10,3,13,0.3,False,0.6666666666666666,3
ActPlane,codex,crates/actplane-ifc-compiler/src/dsl/parse.rs,,,ordinary,ordinary,6,0,6,0.0,False,,0
ActPlane,codex,crates/actplane-ifc-compiler/src/lib.rs,,,ordinary,ordinary,1,1,2,1.0,False,0.0,1
ActPlane,codex,crates/actplane-runtime/Cargo.toml,,,ordinary,ordinary,1,3,4,3.0,False,0.0,3
ActPlane,codex,crates/actplane-runtime/src,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,codex,crates/actplane-runtime/src/audit.rs,,,ordinary,ordinary,1,0,1,0.0,False,,0
ActPlane,codex,crates/actplane-runtime/src/config.rs,,,ordinary,ordinary,12,2,14,0.16666666666666666,False,0.5,2
ActPlane,codex,crates/actplane-runtime/src/control.rs,,,ordinary,ordinary,5,0,5,0.0,False,,0
ActPlane,codex,crates/actplane-runtime/src/feedback.rs,,,ordinary,ordinary,1,0,1,0.0,False,,0
ActPlane,codex,crates/actplane-runtime/src/hook.rs,,,ordinary,ordinary,6,0,6,0.0,False,,0
ActPlane,codex,crates/actplane-runtime/src/lib.rs,,,ordinary,ordinary,2,1,3,0.5,False,0.0,1
ActPlane,codex,crates/actplane-runtime/src/mcp.rs,,,ordinary,ordinary,44,6,50,0.13636363636363635,False,0.5,6
ActPlane,codex,crates/actplane-runtime/src/report.rs,,,ordinary,ordinary,16,1,17,0.0625,False,0.0,1
ActPlane,codex,crates/actplane-runtime/src/runtime.rs,,,ordinary,ordinary,222,78,300,0.35135135135135137,False,0.6410256410256411,78
ActPlane,codex,dev.dockerfile,,,ordinary,ordinary,1,0,1,0.0,False,,0
ActPlane,codex,dockerfile,,,ordinary,ordinary,1,1,2,1.0,False,0.0,1
ActPlane,codex,docs/ARTIFACT.md,,,ordinary,ordinary,17,11,28,0.6470588235294118,False,0.5454545454545454,11
ActPlane,codex,docs/Makefile,,,ordinary,ordinary,4,4,8,1.0,False,0.5,4
ActPlane,codex,docs/OctoBench,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,codex,docs/OctoBench/README.md,,,ordinary,ordinary,42,35,77,0.8333333333333334,False,0.4411764705882353,34
ActPlane,codex,docs/OctoBench/__pycache__,,,ordinary,ordinary,0,7,7,,True,0.0,7
ActPlane,codex,docs/OctoBench/actplane_feedback_hook.py,,,ordinary,ordinary,6,1,7,0.16666666666666666,False,0.0,1
ActPlane,codex,docs/OctoBench/compare_guardrail_metrics.py,,,ordinary,ordinary,0,2,2,,True,0.0,2
ActPlane,codex,docs/OctoBench/configs/litellm_llama_cpp.yaml,,,ordinary,ordinary,1,1,2,1.0,False,0.0,1
ActPlane,codex,docs/OctoBench/core-results,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,codex,docs/OctoBench/core-results/actplane_drop_analysis_20260604.md,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,codex,docs/OctoBench/core-results/actplane_feedback_official_20260604.json,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,codex,docs/OctoBench/core-results/actplane_feedback_official_20260604.md,,,ordinary,ordinary,1,1,2,1.0,False,0.0,1
ActPlane,codex,docs/OctoBench/core-results/actplane_feedback_replicates_20260604.md,,,ordinary,ordinary,1,1,2,1.0,False,0.0,1
ActPlane,codex,docs/OctoBench/core-results/actplane_v2_selected3_summary.json,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,codex,docs/OctoBench/core-results/bypass_probe_summary.json,,,ordinary,ordinary,0,2,2,,True,0.0,2
ActPlane,codex,docs/OctoBench/core-results/case_specific_notify_only_20260604.md,,,ordinary,ordinary,1,1,2,1.0,False,0.0,1
ActPlane,codex,docs/OctoBench/core-results/guardrail_matrix_selected3_metrics.json,,,ordinary,ordinary,0,2,2,,True,0.0,2
ActPlane,codex,docs/OctoBench/core-results/paired_clean_20case_20260604.md,,,ordinary,ordinary,1,0,1,0.0,False,,0
ActPlane,codex,docs/OctoBench/core-results/rq1_cases_summary.json,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,codex,docs/OctoBench/core-results/scaffold_run_summary.json,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,codex,docs/OctoBench/core-results/score_improvement_attempts_20260604.md,,,ordinary,ordinary,0,2,2,,True,0.0,2
ActPlane,codex,docs/OctoBench/core-results/twenty_case_actplane_feedback_20260604.md,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,codex,docs/OctoBench/core-results/twenty_case_actplane_feedback_clean_20260604.md,,,ordinary,ordinary,2,0,2,0.0,False,,0
ActPlane,codex,docs/OctoBench/data/README.md,,,ordinary,ordinary,29,18,47,0.6206896551724138,False,0.5294117647058824,17
ActPlane,codex,docs/OctoBench/data/actplane_selected3.jsonl,,,ordinary,ordinary,2,2,4,1.0,False,0.5,2
ActPlane,codex,docs/OctoBench/data/core-results-old,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,codex,docs/OctoBench/data/core-results-old/actplane_drop_analysis_20260604.md,,,ordinary,ordinary,1,0,1,0.0,False,,0
ActPlane,codex,docs/OctoBench/data/core-results-old/paired_clean_20case_20260604.md,,,ordinary,ordinary,3,0,3,0.0,False,,0
ActPlane,codex,docs/OctoBench/data/policy_manifest.jsonl,,,ordinary,ordinary,4,1,5,0.25,False,0.0,1
ActPlane,codex,docs/OctoBench/data/policy_manifest_20.jsonl,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,codex,docs/OctoBench/data/policy_manifest_extra10_draft.jsonl,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,codex,docs/OctoBench/data/selected_cases.jsonl,,,ordinary,ordinary,1,2,3,2.0,False,0.0,2
ActPlane,codex,docs/OctoBench/data/selected_cases_20.jsonl,,,ordinary,ordinary,3,1,4,0.3333333333333333,False,0.0,1
ActPlane,codex,docs/OctoBench/data/selected_cases_21.ids,,,ordinary,ordinary,3,0,3,0.0,False,,0
ActPlane,codex,docs/OctoBench/data/selected_cases_21.jsonl,,,ordinary,ordinary,1,0,1,0.0,False,,0
ActPlane,codex,docs/OctoBench/data/selected_cases_30.jsonl,,,ordinary,ordinary,1,1,2,1.0,False,0.0,1
ActPlane,codex,docs/OctoBench/data/selected_cases_extra10.ids,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,codex,docs/OctoBench/data/selected_cases_extra10.jsonl,,,ordinary,ordinary,1,1,2,1.0,False,0.0,1
ActPlane,codex,docs/OctoBench/data/selected_tuned_10.ids,,,ordinary,ordinary,2,4,6,2.0,False,0.75,4
ActPlane,codex,docs/OctoBench/data/selected_tuned_10.jsonl,,,ordinary,ordinary,1,1,2,1.0,False,0.0,1
ActPlane,codex,docs/OctoBench/evaluate_with_llama.py,,,ordinary,ordinary,22,8,30,0.36363636363636365,False,0.625,8
ActPlane,codex,docs/OctoBench/extract_actplane_metrics.py,,,ordinary,ordinary,5,3,8,0.6,False,0.3333333333333333,3
ActPlane,codex,docs/OctoBench/extras,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,codex,docs/OctoBench/extras/guardrail-comparison/compare_guardrail_metrics.py,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,codex,docs/OctoBench/extras/guardrail-comparison/run_bypass_probe.py,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,codex,docs/OctoBench/extras/guardrail-comparison/run_guardrail_case.py,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,codex,docs/OctoBench/extras/guardrail-comparison/run_guardrail_isolated.py,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,codex,docs/OctoBench/mini-vela/benchmark_runner.py,,,ordinary,ordinary,3,0,3,0.0,False,,0
ActPlane,codex,docs/OctoBench/mini-vela/evaluate.py,,,ordinary,ordinary,1,0,1,0.0,False,,0
ActPlane,codex,docs/OctoBench/mini-vela/proxy/litellm_config.yaml,,,ordinary,ordinary,1,0,1,0.0,False,,0
ActPlane,codex,docs/OctoBench/mini-vela/proxy/start_proxy.py,,,ordinary,ordinary,1,0,1,0.0,False,,0
ActPlane,codex,docs/OctoBench/mini-vela/proxy/trajectory_logger.py,,,ordinary,ordinary,2,0,2,0.0,False,,0
ActPlane,codex,docs/OctoBench/mini-vela/results/run_results.json,,,ordinary,ordinary,1,1,2,1.0,False,0.0,1
ActPlane,codex,docs/OctoBench/mini-vela/results/trajectories/agents-jsbeeb-private-member.jsonl,,,ordinary,ordinary,1,0,1,0.0,False,,0
ActPlane,codex,docs/OctoBench/mini-vela/scaffolds.py,,,ordinary,ordinary,1,0,1,0.0,False,,0
ActPlane,codex,docs/OctoBench/mini-vela/scaffolds/__init__.py,,,ordinary,ordinary,1,0,1,0.0,False,,0
ActPlane,codex,docs/OctoBench/mini-vela/scaffolds/__pycache__,,,ordinary,ordinary,0,5,5,,True,0.0,5
ActPlane,codex,docs/OctoBench/mini-vela/scaffolds/base.py,,,ordinary,ordinary,1,0,1,0.0,False,,0
ActPlane,codex,docs/OctoBench/mini-vela/scaffolds/claudecode.py,,,ordinary,ordinary,2,0,2,0.0,False,,0
ActPlane,codex,docs/OctoBench/os_effect_reward.md,,,ordinary,ordinary,2,0,2,0.0,False,,0
ActPlane,codex,docs/OctoBench/policies,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,codex,docs/OctoBench/policies/actplane-feedback/88f06a58-61ab-4660-9721-d6e1f5f261ed.yaml,,,ordinary,ordinary,2,1,3,0.5,False,0.0,1
ActPlane,codex,docs/OctoBench/policies/actplane-feedback/agents-jsbeeb-async-error-handling.yaml,,,ordinary,ordinary,1,0,1,0.0,False,,0
ActPlane,codex,docs/OctoBench/policies/actplane-feedback/agents-jsbeeb-config-object.yaml,,,ordinary,ordinary,1,0,1,0.0,False,,0
ActPlane,codex,docs/OctoBench/policies/actplane-feedback/agents-jsbeeb-private-member.yaml,,,ordinary,ordinary,1,1,2,1.0,False,0.0,1
ActPlane,codex,docs/OctoBench/policies/actplane-feedback/agents-jsbeeb-registerer-pattern.yaml,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,codex,docs/OctoBench/policies/actplane-feedback/agents-spy-type-annotations.yaml,,,ordinary,ordinary,1,0,1,0.0,False,,0
ActPlane,codex,docs/OctoBench/policies/actplane-feedback/benchmark-aws_append_format_001.yaml,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,codex,docs/OctoBench/policies/actplane-feedback/benchmark-aws_append_service_001.yaml,,,ordinary,ordinary,1,1,2,1.0,False,0.0,1
ActPlane,codex,docs/OctoBench/policies/actplane-feedback/benchmark-aws_cancel_partial_001.yaml,,,ordinary,ordinary,2,4,6,2.0,False,0.0,4
ActPlane,codex,docs/OctoBench/policies/actplane-feedback/benchmark-aws_checklist_error_001.yaml,,broad_process_doc,ordinary,bookkeeping,1,0,1,0.0,False,,0
ActPlane,codex,docs/OctoBench/policies/actplane-feedback/benchmark-aws_lazy_validator_001.yaml,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,codex,docs/OctoBench/policies/actplane-feedback/benchmark-bm_append_export_001.yaml,,,ordinary,ordinary,3,1,4,0.3333333333333333,False,0.0,1
ActPlane,codex,docs/OctoBench/policies/actplane-feedback/benchmark-bm_append_normalize_001.yaml,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,codex,docs/OctoBench/policies/actplane-feedback/benchmark-bm_checklist_search_001.yaml,,broad_process_doc,ordinary,bookkeeping,0,1,1,,True,0.0,1
ActPlane,codex,docs/OctoBench/policies/actplane-feedback/benchmark-bm_lazy_validation_001.yaml,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,codex,docs/OctoBench/policies/actplane-feedback/benchmark-cb_append_payment_001.yaml,,,ordinary,ordinary,1,1,2,1.0,False,0.0,1
ActPlane,codex,docs/OctoBench/policies/actplane-feedback/benchmark-cb_multi_5turn_001.yaml,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,codex,docs/OctoBench/policies/actplane-feedback/md-astropy-13236-add-validators.yaml,,,ordinary,ordinary,2,4,6,2.0,False,0.5,4
ActPlane,codex,docs/OctoBench/policies/actplane-feedback/md-aws-mcp-command-validation.yaml,,,ordinary,ordinary,5,4,9,0.8,False,0.0,4
ActPlane,codex,docs/OctoBench/policies/actplane-feedback/md-aws-mcp-server-logging-over-print.yaml,,,ordinary,ordinary,2,8,10,4.0,False,0.0,8
ActPlane,codex,docs/OctoBench/policies/actplane-feedback/md-aws-mcp-server-native-type-hints.yaml,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,codex,docs/OctoBench/policies/actplane-feedback/md-aws-mcp-server-pathlib-over-ospath.yaml,,,ordinary,ordinary,1,5,6,5.0,False,0.0,5
ActPlane,codex,docs/OctoBench/policies/actplane-feedback/md-basic-memory-async-client-pattern.yaml,,,ordinary,ordinary,4,4,8,1.0,False,0.0,4
ActPlane,codex,docs/OctoBench/policies/actplane-feedback/md-basic-memory-textwrap-dedent.yaml,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,codex,docs/OctoBench/policies/actplane-feedback/md-course-builder-code-style.yaml,,,ordinary,ordinary,2,6,8,3.0,False,0.3333333333333333,6
ActPlane,codex,docs/OctoBench/policies/actplane-feedback/md-jsbeeb-storage-adapter.yaml,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,codex,docs/OctoBench/policies/actplane-feedback/md-sgcarstrends-commit-scope.yaml,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,codex,docs/OctoBench/policies/actplane-feedback/md-sgcarstrends-vehicles-endpoint.yaml,,,ordinary,ordinary,0,2,2,,True,0.0,2
ActPlane,codex,docs/OctoBench/policies/actplane-feedback/md-spy-ast-node.yaml,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,codex,docs/OctoBench/policies/actplane-octobench-os.yaml,,,ordinary,ordinary,1,2,3,2.0,False,0.0,2
ActPlane,codex,docs/OctoBench/policies/actplane-octobench-quiet-backstop.yaml,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,codex,docs/OctoBench/policies/actplane-octobench-tuned-v2.yaml,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,codex,docs/OctoBench/policies/actplane/agents-jsbeeb-private-member.yaml,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,codex,docs/OctoBench/policies/actplane/agents-jsbeeb-registerer-pattern.yaml,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,codex,docs/OctoBench/policies/actplane/benchmark-aws_checklist_error_001.yaml,,broad_process_doc,ordinary,bookkeeping,2,0,2,0.0,False,,0
ActPlane,codex,docs/OctoBench/policies/actplane/benchmark-cb_append_payment_001.yaml,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,codex,docs/OctoBench/policies/actplane/md-aws-mcp-command-validation.yaml,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,codex,docs/OctoBench/policies/actplane/md-aws-mcp-server-logging-over-print.yaml,,,ordinary,ordinary,1,1,2,1.0,False,0.0,1
ActPlane,codex,docs/OctoBench/policies/actplane/md-aws-mcp-server-pathlib-over-ospath.yaml,,,ordinary,ordinary,2,1,3,0.5,False,0.0,1
ActPlane,codex,docs/OctoBench/policies/actplane/md-course-builder-code-style.yaml,,,ordinary,ordinary,2,0,2,0.0,False,,0
ActPlane,codex,docs/OctoBench/policies/actplane/md-jsbeeb-storage-adapter.yaml,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,codex,docs/OctoBench/policies/actplane/md-spy-ast-node.yaml,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,codex,docs/OctoBench/policies/cases/agents-jsbeeb-async-error-handling.yaml,,,ordinary,ordinary,1,0,1,0.0,False,,0
ActPlane,codex,docs/OctoBench/policies/cases/agents-jsbeeb-config-object.yaml,,,ordinary,ordinary,1,0,1,0.0,False,,0
ActPlane,codex,docs/OctoBench/policies/cases/agents-jsbeeb-private-member.yaml,,,ordinary,ordinary,1,0,1,0.0,False,,0
ActPlane,codex,docs/OctoBench/policies/cases/agents-spy-type-annotations.yaml,,,ordinary,ordinary,1,0,1,0.0,False,,0
ActPlane,codex,docs/OctoBench/policies/cases/benchmark-aws_append_format_001.yaml,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,codex,docs/OctoBench/policies/cases/benchmark-aws_append_service_001.yaml,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,codex,docs/OctoBench/policies/cases/benchmark-aws_checklist_error_001.yaml,,broad_process_doc,ordinary,bookkeeping,1,0,1,0.0,False,,0
ActPlane,codex,docs/OctoBench/policies/cases/benchmark-aws_lazy_validator_001.yaml,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,codex,docs/OctoBench/policies/cases/benchmark-bm_append_normalize_001.yaml,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,codex,docs/OctoBench/policies/cases/benchmark-bm_checklist_search_001.yaml,,broad_process_doc,ordinary,bookkeeping,0,1,1,,True,0.0,1
ActPlane,codex,docs/OctoBench/policies/cases/benchmark-bm_lazy_validation_001.yaml,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,codex,docs/OctoBench/policies/cases/benchmark-cb_multi_5turn_001.yaml,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,codex,docs/OctoBench/policies/cases/md-aws-mcp-command-validation.yaml,,,ordinary,ordinary,1,0,1,0.0,False,,0
ActPlane,codex,docs/OctoBench/policies/cases/md-aws-mcp-server-logging-over-print.yaml,,,ordinary,ordinary,1,0,1,0.0,False,,0
ActPlane,codex,docs/OctoBench/policies/cases/md-aws-mcp-server-native-type-hints.yaml,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,codex,docs/OctoBench/policies/cases/md-aws-mcp-server-pathlib-over-ospath.yaml,,,ordinary,ordinary,1,0,1,0.0,False,,0
ActPlane,codex,docs/OctoBench/policies/cases/md-basic-memory-textwrap-dedent.yaml,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,codex,docs/OctoBench/policies/cases/md-course-builder-code-style.yaml,,,ordinary,ordinary,1,0,1,0.0,False,,0
ActPlane,codex,docs/OctoBench/policies/cases/md-sgcarstrends-commit-scope.yaml,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,codex,docs/OctoBench/policies/tool-regex/88f06a58-61ab-4660-9721-d6e1f5f261ed.json,,,ordinary,ordinary,2,1,3,0.5,False,0.0,1
ActPlane,codex,docs/OctoBench/policies/tool-regex/agents-jsbeeb-async-error-handling.json,,,ordinary,ordinary,1,0,1,0.0,False,,0
ActPlane,codex,docs/OctoBench/policies/tool-regex/agents-jsbeeb-config-object.json,,,ordinary,ordinary,1,0,1,0.0,False,,0
ActPlane,codex,docs/OctoBench/policies/tool-regex/agents-jsbeeb-private-member.json,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,codex,docs/OctoBench/policies/tool-regex/agents-jsbeeb-registerer-pattern.json,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,codex,docs/OctoBench/policies/tool-regex/agents-spy-type-annotations.json,,,ordinary,ordinary,1,0,1,0.0,False,,0
ActPlane,codex,docs/OctoBench/policies/tool-regex/benchmark-aws_append_format_001.json,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,codex,docs/OctoBench/policies/tool-regex/benchmark-aws_append_service_001.json,,,ordinary,ordinary,0,1,1,,True,0.0,1
ActPlane,codex,docs/OctoBench/policies/tool-regex/benchmark-aws_cancel_partial_001.json,,,ordinary,ordinary,2,1,3,0.5,False,0.0,1
ActPlane,codex,docs/OctoBench/policies/tool-regex/benchmark-aws_checklist_error_001.json,,broad_process_doc,ordinary,bookkeeping,1,0,1,0.0,False,,0
ActPlane,codex,docs/OctoBench/policies/tool-regex/benchmark-aws_lazy_validator_001.json,,,ordinary,ordinary,2,2,4,1.0,False,0.0,2
ActPlane,codex,docs/OctoBench/policies/tool-regex/benchmark-bm_append_export_001.json,,,ordinary,ordinary,3,2,5,0.6666666666666666,False,0.0,2
