dimension,raw_tag,active_display_tag,support,requires_review,is_long_tail,candidate_display_tag,candidate_source,candidate_state,governance_action,governance_reasons,review_reason
llm,checkjson,checkjson,1,True,True,check,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,checklink,checklink,1,True,True,,,none,review_merge,r189_review_suggestion_not_applied,requires review before display-map promotion
llm,checklog,checklog,1,True,True,,,none,review_merge,r189_review_suggestion_not_applied,requires review before display-map promotion
llm,checkmake,checkmake,1,True,True,check,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,checkmatch,checkmatch,1,True,True,check,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,checkources,checkources,1,True,True,check,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,checkown,checkown,1,True,True,check,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,checkpdf,checkpdf,1,True,True,,,none,review_merge,r189_review_suggestion_not_applied,requires review before display-map promotion
llm,checkpoint,checkpoint,1,True,True,,,none,review_merge,r189_review_suggestion_not_applied,requires review before display-map promotion
llm,checkproc,checkproc,1,True,True,check,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,checkptr,checkptr,1,True,True,,,none,review_merge,r189_review_suggestion_not_applied,requires review before display-map promotion
llm,checkpub,checkpub,1,True,True,check,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,checkreadme,checkreadme,1,True,True,,,none,review_merge,r189_review_suggestion_not_applied,requires review before display-map promotion
llm,checkrs,checkrs,1,True,True,check,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,checksink,checksink,1,True,True,check,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,checksinkssr,checksinkssr,1,True,True,check,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,checkspace,checkspace,1,True,True,,,none,review_merge,r189_review_suggestion_not_applied,requires review before display-map promotion
llm,checksrc,checksrc,1,True,True,check,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,checksse,checksse,1,True,True,check,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,checkstamp,checkstamp,1,True,True,,,none,review_merge,r189_review_suggestion_not_applied,requires review before display-map promotion
llm,checkstat,checkstat,1,True,True,check,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,checksudo,checksudo,1,True,True,check,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,checktoken,checktoken,1,True,True,check,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,checkutils,checkutils,1,True,True,check,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,ciupdate,ciupdate,1,True,True,,,none,review_merge,r189_review_suggestion_not_applied,requires review before display-map promotion
llm,claimreview,claimreview,1,True,True,,,none,review_merge,r189_review_suggestion_not_applied,requires review before display-map promotion
llm,cleanupspace,cleanupspace,1,True,True,cleanups,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,clianalyze,clianalyze,1,True,True,,,none,review_merge,r189_review_suggestion_not_applied,requires review before display-map promotion
llm,configcheck,configcheck,1,True,True,check,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,corerefactor,corerefactor,1,True,True,refactor,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,dbreview,dbreview,1,True,True,review,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,designdoc,designdoc,1,True,True,design,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,docsbuild,docsbuild,1,True,True,,,none,review_merge,r189_review_suggestion_not_applied,requires review before display-map promotion
llm,docsdesignm,docsdesignm,1,True,True,,,none,review_merge,r189_review_suggestion_not_applied,requires review before display-map promotion
llm,docsdiff,docsdiff,1,True,True,,,none,review_merge,r189_review_suggestion_not_applied,requires review before display-map promotion
llm,docsdocx,docsdocx,1,True,True,,,none,review_merge,r189_review_suggestion_not_applied,requires review before display-map promotion
llm,docsstage,docsstage,1,True,True,,,none,review_merge,r189_review_suggestion_not_applied,requires review before display-map promotion
llm,dumpanalyze,dumpanalyze,1,True,True,,,none,review_merge,r189_review_suggestion_not_applied,requires review before display-map promotion
llm,evalcheck,evalcheck,1,True,True,,,none,review_merge,r189_review_suggestion_not_applied,requires review before display-map promotion
llm,evaluatetag,evaluatetag,1,True,True,evaluate,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,evaluatetags,evaluatetags,1,True,True,evaluate,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,fixopenssl,fixopenssl,1,True,True,,,none,review_merge,r189_review_suggestion_not_applied,requires review before display-map promotion
llm,fixparser,fixparser,1,True,True,fix,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,fixpathtrunc,fixpathtrunc,1,True,True,fix,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,formatcmp,formatcmp,1,True,True,format,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,formatcodex,formatcodex,1,True,True,format,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,grepclash,grepclash,1,True,True,grep,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,grepfind,grepfind,1,True,True,grep,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,greprefactor,greprefactor,1,True,True,refactor,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,grepscan,grepscan,1,True,True,grep,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,hookreview,hookreview,1,True,True,review,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,ignoreupdate,ignoreupdate,1,True,True,ignore,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,initcheck,initcheck,1,True,True,check,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,iupdate,iupdate,1,True,True,,,none,review_merge,r189_review_suggestion_not_applied,requires review before display-map promotion
llm,linecheck,linecheck,1,True,True,,,none,review_merge,r189_review_suggestion_not_applied,requires review before display-map promotion
llm,linkcheck,linkcheck,1,True,True,,,none,review_merge,r189_review_suggestion_not_applied,requires review before display-map promotion
llm,loadertest,loadertest,1,True,True,test,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,logfix,logfix,1,True,True,fix,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,logview,logview,1,True,True,logvi,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,makecheck,makecheck,1,True,True,,,none,review_merge,r189_review_suggestion_not_applied,requires review before display-map promotion
llm,maptest,maptest,1,True,True,,,none,review_merge,r189_review_suggestion_not_applied,requires review before display-map promotion
llm,mdupdate,mdupdate,1,True,True,,,none,review_merge,r189_review_suggestion_not_applied,requires review before display-map promotion
llm,parsecheck,parsecheck,1,True,True,,,none,review_merge,r189_review_suggestion_not_applied,requires review before display-map promotion
llm,patchdesign,patchdesign,1,True,True,design,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,pathfind,pathfind,1,True,True,find,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,perfcheck,perfcheck,1,True,True,check,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,policybuild,policybuild,1,True,True,,,none,review_merge,r189_review_suggestion_not_applied,requires review before display-map promotion
llm,prbuild,prbuild,1,True,True,,,none,review_merge,r189_review_suggestion_not_applied,requires review before display-map promotion
llm,prereqcheck,prereqcheck,1,True,True,,,none,review_merge,r189_review_suggestion_not_applied,requires review before display-map promotion
llm,processaudit,processaudit,1,True,True,audit,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,promptreview,promptreview,1,True,True,review,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,pushreview,pushreview,1,True,True,review,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,queryexport,queryexport,1,True,True,export,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,readconfig,readconfig,1,True,True,read,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,readcore,readcore,1,True,True,read,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,readevent,readevent,1,True,True,read,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,readmore,readmore,1,True,True,read,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,readres,readres,1,True,True,read,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,readstructs,readstructs,1,True,True,read,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,recordattach,recordattach,1,True,True,record,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,refinedocs,refinedocs,1,True,True,docs,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,reportcheck,reportcheck,1,True,True,,,none,review_merge,r189_review_suggestion_not_applied,requires review before display-map promotion
llm,reportgate,reportgate,1,True,True,,,none,review_merge,r189_review_suggestion_not_applied,requires review before display-map promotion
llm,reportsync,reportsync,1,True,True,,,none,review_merge,r189_review_suggestion_not_applied,requires review before display-map promotion
llm,rqdesign,rqdesign,1,True,True,,,none,review_merge,r189_review_suggestion_not_applied,requires review before display-map promotion
llm,runcheck,runcheck,1,True,True,,,none,review_merge,r189_review_suggestion_not_applied,requires review before display-map promotion
llm,scoreupdate,scoreupdate,1,True,True,,,none,review_merge,r189_review_suggestion_not_applied,requires review before display-map promotion
llm,stagecheck,stagecheck,1,True,True,,,none,review_merge,r189_review_suggestion_not_applied,requires review before display-map promotion
llm,stagedocs,stagedocs,1,True,True,,,none,review_merge,r189_review_suggestion_not_applied,requires review before display-map promotion
llm,statcheck,statcheck,1,True,True,,,none,review_merge,r189_review_suggestion_not_applied,requires review before display-map promotion
llm,statsparse,statsparse,1,True,True,stats,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,storeupdate,storeupdate,1,True,True,,,none,review_merge,r189_review_suggestion_not_applied,requires review before display-map promotion
llm,sudocheck,sudocheck,1,True,True,check,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,tagdesign,tagdesign,1,True,True,design,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,tagdocs,tagdocs,1,True,True,,,none,review_merge,r189_review_suggestion_not_applied,requires review before display-map promotion
llm,testb,testb,1,True,True,test,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,testccode,testccode,1,True,True,test,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,testcfg,testcfg,1,True,True,,,none,review_merge,r189_review_suggestion_not_applied,requires review before display-map promotion
llm,testchk,testchk,1,True,True,test,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,testcodexart,testcodexart,1,True,True,test,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,testcodexcor,testcodexcor,1,True,True,test,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,testcodexdoc,testcodexdoc,1,True,True,test,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,testcodexfls,testcodexfls,1,True,True,test,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,testcodexraw,testcodexraw,1,True,True,test,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,testcsv,testcsv,1,True,True,test,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,testdelete,testdelete,1,True,True,,,none,review_merge,r189_review_suggestion_not_applied,requires review before display-map promotion
llm,testdiff,testdiff,1,True,True,test,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,testdoc,testdoc,1,True,True,test,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,testkernel,testkernel,1,True,True,test,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,testrefactor,testrefactor,1,True,True,refactor,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,testresult,testresult,1,True,True,,,none,review_merge,r189_review_suggestion_not_applied,requires review before display-map promotion
llm,testrewrite,testrewrite,1,True,True,test,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,testsyscall,testsyscall,1,True,True,test,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,testtrim,testtrim,1,True,True,,,none,review_merge,r189_review_suggestion_not_applied,requires review before display-map promotion
llm,timecheck,timecheck,1,True,True,,,none,review_merge,r189_review_suggestion_not_applied,requires review before display-map promotion
llm,tokencheck,tokencheck,1,True,True,,,none,review_merge,r189_review_suggestion_not_applied,requires review before display-map promotion
llm,tokensummary,tokensummary,1,True,True,summary,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,tooldesign,tooldesign,1,True,True,,,none,review_merge,r189_review_suggestion_not_applied,requires review before display-map promotion
llm,topdesign,topdesign,1,True,True,design,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,trackupdate,trackupdate,1,True,True,,,none,review_merge,r189_review_suggestion_not_applied,requires review before display-map promotion
llm,treebuild,treebuild,1,True,True,,,none,review_merge,r189_review_suggestion_not_applied,requires review before display-map promotion
llm,tuiupdate,tuiupdate,1,True,True,tui,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,uiupdate,uiupdate,1,True,True,update,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,unittest,unittest,1,True,True,test,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,updateapi,updateapi,1,True,True,,,none,review_merge,r189_review_suggestion_not_applied,requires review before display-map promotion
llm,updateffmpeg,updateffmpeg,1,True,True,,,none,review_merge,r189_review_suggestion_not_applied,requires review before display-map promotion
llm,updategrub,updategrub,1,True,True,,,none,review_merge,r189_review_suggestion_not_applied,requires review before display-map promotion
llm,updatehtml,updatehtml,1,True,True,,,none,review_merge,r189_review_suggestion_not_applied,requires review before display-map promotion
llm,updatejson,updatejson,1,True,True,,,none,review_merge,r189_review_suggestion_not_applied,requires review before display-map promotion
llm,updatemap,updatemap,1,True,True,,,none,review_merge,r189_review_suggestion_not_applied,requires review before display-map promotion
llm,updatesink,updatesink,1,True,True,update,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,uxreview,uxreview,1,True,True,,,none,review_merge,r189_review_suggestion_not_applied,requires review before display-map promotion
llm,viewbuild,viewbuild,1,True,True,,,none,review_merge,r189_review_suggestion_not_applied,requires review before display-map promotion
llm,warncheck,warncheck,1,True,True,check,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
llm,yamlreview,yamlreview,1,True,True,review,r189_profile_guarded_merge_candidate,pending_merge_review,auto_canonicalize_existing,r189_lexical+profile,pending lexical/profile merge review
prompt,rqreview,rqreview,1,True,True,,,none,review_merge,r189_review_suggestion_not_applied,requires review before display-map promotion
